gvkey,datadate,fyearq,erc_ng2,cik,fyear,ngdum,ngeps
001045,20081231,2008,-1.136969352,6201,2008,1,-0.77
001045,20091231,2009,-1.832966236,6201,2009,1,-1.25
001045,20101231,2010,-2.502165365,6201,2010,1,-0.21
001045,20181231,2018,-0.344098236,6201,2018,1,1.04
001045,20191231,2019,-2.649031581,6201,2019,0,
001050,20151231,2015,1.9451267122,3197,2015,1,0.18
001050,20161231,2016,6.2194866634,3197,2016,1,0.35
001050,20171231,2017,12.756684531,3197,2017,1,-0.05
001050,20181231,2018,13.368132948,3197,2018,1,0.08
001050,20191231,2019,13.922873831,3197,2019,1,0.27
001076,20151231,2015,-7.085225823,1808834,2015,1,0.41
001076,20171231,2017,19.072421728,1808834,2017,1,0.65
001076,20181231,2018,11.100638847,1808834,2018,1,1.02
001076,20191231,2019,8.9818860198,1808834,2019,1,1.15
001078,20091231,2009,16.428368346,1800,2009,1,1.18
001078,20101231,2010,36.952860377,1800,2010,1,1.3
001078,20111231,2011,17.675219873,1800,2011,1,1.45
001078,20121231,2012,1.5521708964,1800,2012,1,1.51
001078,20131231,2013,-263.9246836,1800,2013,1,0.58
001094,20170630,2017,36.929973871,2034,2017,1,0.27
001094,20180630,2018,22.094181414,2034,2018,1,-0.48
001161,20121231,2012,7.4254795445,2488,2012,1,-0.14
001161,20141231,2014,9.2055229888,2488,2014,1,0
001161,20151231,2015,9.9563764821,2488,2015,1,-0.1
001161,20161231,2016,10.111896774,2488,2016,1,-0.01
001161,20171231,2017,10.597978751,2488,2017,1,0.08
001161,20191231,2019,-3.562505087,2488,2019,1,0.32
001177,20081231,2008,4.4838680508,1122304,2008,1,0.96
001177,20091231,2009,4.6217299073,1122304,2009,1,0.4
001177,20101231,2010,5.6148301062,1122304,2010,1,0.63
001177,20111231,2011,6.5938461428,1122304,2011,1,0.97
001177,20121231,2012,8.3352232372,1122304,2012,1,0.94
001177,20131231,2013,5.0426854296,1122304,2013,1,1.34
001177,20141231,2014,1.5731542122,1122304,2014,1,1.22
001177,20151231,2015,7.1702166224,1122304,2015,1,1.37
001177,20161231,2016,19.497213744,1122304,2016,1,1.63
001177,20171231,2017,7.6865006035,1122304,2017,1,1.25
001230,20081231,2008,1.6871907433,766421,2008,1,0.45
001230,20091231,2009,1.5882751718,766421,2009,1,0.12
001230,20101231,2010,1.1553163183,766421,2010,1,1.28
001230,20111231,2011,1.6744852603,766421,2011,1,1.02
001230,20121231,2012,1.5326117907,766421,2012,1,0.7
001230,20131231,2013,1.9521723209,766421,2013,1,1.1
001230,20141231,2014,-2.089166882,766421,2014,1,0.94
001230,20151231,2015,1.6299013551,766421,2015,1,1.46
001230,20161231,2016,2.0372307947,766421,2016,1,1.56
001230,20171231,2017,7.4535483859,766421,2017,1,0.83
001230,20181231,2018,191.52156966,766421,2018,1,0.75
001279,20101231,2010,15.526512674,3673,2010,1,0.62
001300,20191231,2019,-59.23906196,773840,2019,1,2.06
001327,20080930,2008,75.492008274,4127,2008,1,0.21
001327,20090930,2009,105.1572807,4127,2009,1,0.24
001327,20100930,2010,77.146749325,4127,2010,1,0.43
001327,20110930,2011,89.150553651,4127,2011,1,0.54
001327,20120930,2012,65.054824495,4127,2012,1,0.53
001327,20130930,2013,216.68799282,4127,2013,1,0.64
001327,20140930,2014,13.638448386,4127,2014,1,1.12
001327,20150930,2015,63.611746182,4127,2015,1,1.52
001327,20160930,2016,369.8741648,4127,2016,1,1.47
001327,20170930,2017,315.08049086,4127,2017,1,1.82
001327,20180930,2018,195.57586014,4127,2018,1,1.94
001327,20190930,2019,57.266413567,4127,2019,1,1.52
001327,20200930,2020,-52.68138735,4127,2020,1,1.85
001380,20191231,2019,-3.776113552,4447,2019,1,-0.6
001382,20091231,2009,0.387920594,701345,2009,1,-0.2
001382,20101231,2010,4.1124061838,701345,2010,0,
001382,20111231,2011,3.4366094967,701345,2011,1,0.13
001382,20121231,2012,3.1972548465,701345,2012,1,0.26
001408,20081231,2008,24.673213951,789073,2008,1,0.68
001408,20091231,2009,5.8881972162,789073,2009,1,0.66
001408,20101231,2010,-2.445433223,789073,2010,1,0.63
001410,20111031,2011,6.9911862729,771497,2011,1,0.37
001410,20121031,2012,0.5706667224,771497,2012,0,
001410,20131031,2013,10.820366064,771497,2013,1,0.48
001410,20141031,2014,27.478621303,771497,2014,1,0.52
001414,20151231,2015,-3.090509008,1475922,2015,1,1.01
001414,20161231,2016,-0.048645402,1475922,2016,1,1.19
001414,20171231,2017,-0.266581863,1475922,2017,1,1.6
001414,20181231,2018,-3.315538601,1475922,2018,1,2.01
001414,20191231,2019,15.691389857,1475922,2019,1,2.22
001439,20141231,2014,20.97426314,1783400,2014,1,0.42
001439,20161231,2016,2.424226755,1783400,2016,0,
001439,20171231,2017,12.107844416,1783400,2017,1,0.73
001439,20181231,2018,24.316567233,1783400,2018,1,0.65
001440,20101231,2010,16.953078879,4904,2010,1,0.38
001440,20111231,2011,18.225543585,4904,2011,1,0.4
001440,20121231,2012,16.091340506,4904,2012,1,0.5
001440,20131231,2013,36.479385013,4904,2013,1,0.6
001440,20141231,2014,33.111914355,4904,2014,1,0.48
001440,20161231,2016,-18.35524279,4904,2016,1,0.67
001440,20171231,2017,-20.42241938,4904,2017,1,0.85
001440,20181231,2018,-29.19321754,4904,2018,1,0.72
001440,20191231,2019,-26.88062467,4904,2019,1,0.6
001449,20081231,2008,42.955712985,4977,2008,1,0.98
001449,20091231,2009,6.201184619,4977,2009,1,1.18
001449,20101231,2010,7.57638382,4977,2010,1,1.33
001449,20111231,2011,8.7896320039,4977,2011,1,1.48
001449,20131231,2013,16.840928847,4977,2013,1,1.4
001449,20141231,2014,8.9556159681,4977,2014,1,1.29
001449,20161231,2016,-7.318720472,4977,2016,1,1.46
001449,20171231,2017,0.8954941076,4977,2017,1,1.63
001449,20181231,2018,5.2518462434,4977,2018,1,1.02
001449,20191231,2019,1.7558050134,4977,2019,1,1.03
001562,20100430,2009,18.347114927,713425,2009,1,0.06
001562,20110430,2010,19.828322298,713425,2010,1,0.11
001562,20120430,2011,12.610231157,713425,2011,1,0.14
001562,20130430,2012,21.522595875,713425,2012,1,0.12
001562,20140430,2013,26.446992176,713425,2013,1,0.1
001562,20150430,2014,14.225424798,713425,2014,1,0.1
001562,20160430,2015,14.560049457,713425,2015,1,0.11
001562,20170430,2016,10.970479235,713425,2016,1,0.09
001562,20180430,2017,6.530953187,713425,2017,1,0.06
001562,20190430,2018,4.5136125501,713425,2018,1,0.09
001602,20081231,2008,107.00684725,318154,2008,1,1.06
001602,20091231,2009,67.209853322,318154,2009,1,1.05
001602,20101231,2010,50.123328779,318154,2010,1,1.17
001602,20111231,2011,48.271640713,318154,2011,1,1.21
001602,20121231,2012,33.320449384,318154,2012,1,1.4
001602,20131231,2013,17.913214013,318154,2013,1,1.82
001602,20141231,2014,19.898578666,318154,2014,1,2.16
001602,20151231,2015,23.832414032,318154,2015,1,2.61
001602,20161231,2016,19.871787369,318154,2016,1,2.89
001602,20171231,2017,28.196338596,318154,2017,1,2.89
001602,20181231,2018,5.9238316073,318154,2018,1,3.42
001602,20191231,2019,-9.657707074,318154,2019,1,3.64
001632,20161031,2016,5.7252711069,6281,2016,1,1.05
001632,20171031,2017,0.0466749298,6281,2017,1,1.45
001632,20181031,2018,0.9808558643,6281,2018,1,1.55
001632,20191031,2019,-1.927313304,6281,2019,1,1.19
001632,20201031,2020,5.9204536163,6281,2020,1,1.44
001633,20100731,2010,19.867290352,6284,2010,1,0.69
001633,20110731,2011,19.955557119,6284,2011,1,0.83
001633,20120731,2012,13.662478499,6284,2012,1,1.32
001633,20130731,2013,15.54456358,6284,2013,1,1.53
001633,20140731,2014,9.0899789937,6284,2014,1,1.36
001633,20150731,2015,6.8502057892,6284,2015,1,1.28
001633,20160731,2016,6.5043840918,6284,2016,1,1.02
001633,20170731,2017,9.1673733919,6284,2017,1,0.42
001635,20120630,2012,38.487347476,6314,2012,1,0.26
001635,20130630,2013,43.73020805,6314,2013,1,0.3
001678,20111231,2011,11.594882444,1841666,2011,1,2.94
001678,20121231,2012,9.1633917488,1841666,2012,1,2.27
001678,20131231,2013,5.9558083059,1841666,2013,1,1.57
001678,20141231,2014,7.2601185837,1841666,2014,1,1.07
001678,20161231,2016,17.603747967,1841666,2016,1,-0.06
001678,20171231,2017,27.784289356,1841666,2017,0,
001678,20181231,2018,22.695242587,1841666,2018,1,0.31
001678,20191231,2019,11.436281148,1841666,2019,1,0.08
001704,20081031,2008,-87.51211839,6951,2008,0,
001704,20091031,2009,2.0914489976,6951,2009,1,0.13
001704,20101031,2010,-2.377067969,6951,2010,1,0.36
001704,20111031,2011,-1.768343457,6951,2011,1,0.21
001704,20121031,2012,-1.383031734,6951,2012,1,0.06
001704,20131031,2013,-1.611129008,6951,2013,1,0.19
001704,20141031,2014,-18.26401249,6951,2014,1,0.27
001704,20151031,2015,7.163653962,6951,2015,1,0.29
001704,20161031,2016,-10.73892797,6951,2016,1,0.66
001704,20171031,2017,6.0825267639,6951,2017,1,0.93
001704,20181031,2018,-76.84441175,6951,2018,1,0.97
001704,20191031,2019,-72.34717658,6951,2019,1,0.8
001704,20201031,2020,-42.37917418,6951,2020,1,1.25
001706,20080831,2008,-2.404504308,6955,2008,1,0.49
001706,20120831,2012,23.796018939,6955,2012,1,0.55
001706,20170831,2017,87.867491999,6955,2017,1,0.19
001722,20141231,2014,14.306077039,7084,2014,1,1
001722,20151231,2015,12.945126035,7084,2015,1,0.61
001722,20161231,2016,14.592962244,7084,2016,1,0.75
001722,20171231,2017,4.3777767815,7084,2017,1,0.82
001722,20181231,2018,11.327573225,7084,2018,1,0.88
001722,20191231,2019,20.38405392,7084,2019,1,1.42
001743,20161231,2016,4.8773883406,894405,2016,1,0.29
001743,20171231,2017,18.528505596,894405,2017,1,0.42
001743,20181231,2018,16.507756989,894405,2018,1,1.01
001743,20191231,2019,17.250327303,894405,2019,1,0.56
001773,20081231,2008,13.357237226,7536,2008,1,0.6
001773,20091231,2009,19.359858137,7536,2009,1,0.64
001773,20101231,2010,5.4659856418,7536,2010,1,1.29
001773,20111231,2011,6.2132273429,7536,2011,1,1.38
001773,20121231,2012,13.314409275,7536,2012,1,1.22
001773,20131231,2013,0.2803924679,7536,2013,1,1.69
001773,20141231,2014,2.1485298401,7536,2014,1,1.88
001773,20151231,2015,23.956972629,7536,2015,1,1.94
001773,20161231,2016,29.986104099,7536,2016,1,2
001773,20171231,2017,21.537725848,7536,2017,1,2.51
001773,20181231,2018,10.68114185,7536,2018,1,2.57
001773,20191231,2019,32.043902418,7536,2019,1,2.2
001837,20141231,2014,0.7709448179,1004155,2014,1,0.66
001837,20151231,2015,19.902500088,1004155,2015,1,0.94
001878,20090131,2008,23.036464908,769397,2008,1,0.31
001878,20100131,2009,40.686281905,769397,2009,1,0.3
001878,20110131,2010,35.112889489,769397,2010,1,0.35
001878,20120131,2011,27.711034258,769397,2011,1,0.46
001878,20130131,2012,37.628432952,769397,2012,1,0.53
001878,20140131,2013,34.478985984,769397,2013,1,0.4
001878,20160131,2015,185.43532795,769397,2015,1,0.21
001878,20170131,2016,70.272358663,769397,2016,1,-0.28
001878,20180131,2017,65.600301728,769397,2017,1,-0.09
001878,20190131,2018,38.539155954,769397,2018,1,0.46
001878,20200131,2019,34.694774417,769397,2019,1,0.92
001913,20081231,2008,20.334899555,8818,2008,1,0.65
001913,20091231,2009,-5.754431762,8818,2009,1,0.44
001913,20101231,2010,-3.958145634,8818,2010,1,0.98
001913,20181231,2018,105.41973343,8818,2018,1,1.52
001913,20191231,2019,-10.79620448,8818,2019,1,1.73
001919,20080630,2008,0.221297634,8858,2008,1,0.85
001919,20090630,2009,7.9784516685,8858,2009,1,0.32
001919,20100630,2010,-6.589154326,8858,2010,0,
001919,20110630,2011,-10.93987841,8858,2011,1,1.22
001919,20120630,2012,-10.9693982,8858,2012,1,0.99
001919,20130630,2013,-1.64056624,8858,2013,1,0.98
001919,20140630,2014,8.3951341122,8858,2014,1,1.14
001919,20160630,2016,34.280851108,8858,2016,1,0.86
001920,20131231,2013,15.653979145,8868,2013,1,0.34
001920,20141231,2014,0.6964196671,8868,2014,1,0.2
001920,20171231,2017,9.791935279,8868,2017,1,0.12
001920,20181231,2018,13.134051826,8868,2018,1,0.07
001976,20141231,2014,98.316946222,808362,2014,1,1.44
001976,20151231,2015,3.4600121668,808362,2015,1,-0.21
001976,20161231,2016,1.1104736754,808362,2016,1,-0.3
001979,20171231,2017,73.429478383,9326,2017,1,0.68
001979,20181231,2018,67.21062167,9326,2018,1,0.77
001979,20191231,2019,0.4167529408,9326,2019,1,0.88
001982,20141231,2014,-0.979673198,9346,2014,1,0.46
001982,20151231,2015,0.0116095951,9346,2015,1,0.31
001982,20161231,2016,-2.120241107,9346,2016,0,
001982,20171231,2017,-0.340491442,9346,2017,0,
001982,20181231,2018,-0.20132565,9346,2018,0,
001988,20081231,2008,-5.698012497,9389,2008,1,0.56
001988,20091231,2009,-10.32602055,9389,2009,1,0.84
001988,20161231,2016,9.0399554813,9389,2016,0,
001988,20171231,2017,5.0974452032,9389,2017,0,
001995,20101231,2010,-3.460324141,1004440,2010,1,0.42
001995,20111231,2011,-4.164851522,1004440,2011,1,0.05
002019,20161231,2016,15.151648496,1390777,2016,0,
002019,20171231,2017,15.151648496,1390777,2017,0,
002044,20091231,2009,49.879277018,9892,2009,1,1.39
002044,20111231,2011,251.86011678,9892,2011,1,1.7
002044,20131231,2013,295.26947064,9892,2013,1,1.42
002044,20141231,2014,298.19508179,9892,2014,1,2.29
002044,20151231,2015,304.89365886,9892,2015,1,2.43
002044,20161231,2016,280.27520013,9892,2016,1,2.77
002049,20191231,2019,49.525898223,9984,2019,1,0.86
002086,20081231,2008,-69.12504076,10456,2008,0,
002086,20091231,2009,-66.88333554,10456,2009,1,1.03
002086,20121231,2012,-102.2327614,10456,2012,1,1.26
002086,20131231,2013,-86.94199794,10456,2013,1,1.26
002111,20170930,2017,-25.83931067,10795,2017,1,2.4
002111,20180930,2018,-25.83931067,10795,2018,1,2.93
002136,20081231,2008,40.44190317,732712,2008,1,0.61
002136,20091231,2009,31.905413334,732712,2009,1,0.54
002136,20101231,2010,26.863838053,732712,2010,0,
002136,20111231,2011,46.059636815,732712,2011,1,0.52
002136,20121231,2012,59.528147387,732712,2012,1,0.38
002136,20131231,2013,41.885447061,732712,2013,1,0.66
002136,20141231,2014,32.094789366,732712,2014,1,0.71
002136,20151231,2015,8.248065818,732712,2015,1,0.89
002136,20161231,2016,16.692686891,732712,2016,1,0.86
002136,20171231,2017,20.872113893,732712,2017,1,0.86
002136,20181231,2018,-11.77716825,732712,2018,1,1.12
002136,20191231,2019,-16.39853769,732712,2019,1,1.13
002154,20121231,2012,11.024622538,11199,2012,1,0.52
002154,20131231,2013,7.6975048881,11199,2013,0,
002154,20151231,2015,41.052661872,11199,2015,1,0.6
002154,20161231,2016,48.686972133,11199,2016,1,0.67
002154,20171231,2017,27.610706106,11199,2017,1,0.63
002259,20141231,2014,3.3515920139,1130464,2014,0,
002259,20151231,2015,6.4186792645,1130464,2015,1,0.71
002259,20161231,2016,18.01301739,1130464,2016,1,1.07
002282,20150430,2014,42.598150004,33769,2014,1,0.56
002282,20160430,2015,6.9163605139,33769,2015,1,0.48
002285,20151231,2015,5.2808318909,12927,2015,1,1.6
002285,20161231,2016,6.059647044,12927,2016,1,2.47
002285,20171231,2017,6.1156007717,12927,2017,1,4.8
002285,20181231,2018,4.6795282011,12927,2018,1,5.48
002285,20191231,2019,7.0848394512,12927,2019,1,-2.33
002290,20101231,2010,4.2757944613,12978,2010,1,0.16
002290,20111231,2011,4.207572542,12978,2011,1,0.17
002290,20121231,2012,3.9695330772,12978,2012,1,0.16
002337,20141231,2014,1.4871523619,1393066,2014,1,0.38
002337,20151231,2015,1.3391792668,1393066,2015,1,-0.29
002337,20161231,2016,2.9596588972,1393066,2016,1,-0.03
002337,20171231,2017,3.5738117425,1393066,2017,1,0.15
002337,20181231,2018,2.802696438,1393066,2018,1,0.04
002337,20191231,2019,2.7973575826,1393066,2019,1,-0.59
002352,20120731,2012,10.1228464,746598,2012,1,0.47
002352,20150731,2015,26.712856193,746598,2015,1,0.28
002393,20140630,2014,25.992664841,14195,2014,1,0.31
002393,20150630,2015,8.7711993442,14195,2015,1,0.51
002393,20160630,2016,9.4381639854,14195,2016,1,0.46
002393,20170630,2017,9.6321855477,14195,2017,0,
002393,20180630,2018,8.7567248846,14195,2018,1,0.47
002393,20190630,2019,4.4337842012,14195,2019,1,-0.36
002403,20101231,2010,17.142413574,14272,2010,1,0.47
002403,20111231,2011,12.674956728,14272,2011,1,0.53
002403,20121231,2012,12.440205716,14272,2012,1,0.47
002403,20131231,2013,5.3934556509,14272,2013,1,0.51
002403,20141231,2014,11.318202463,14272,2014,1,0.46
002403,20151231,2015,11.973542543,14272,2015,1,0.38
002403,20161231,2016,-34.71102252,14272,2016,1,0.63
002403,20171231,2017,-12.22748718,14272,2017,1,0.68
002403,20181231,2018,6.5616705739,14272,2018,1,0.94
002403,20191231,2019,26.630941496,14272,2019,1,1.22
002436,20090131,2008,-0.975045781,14707,2008,1,-0.28
002436,20100131,2009,-2.167527169,14707,2009,1,0.19
002436,20110131,2010,-3.435709538,14707,2010,1,0.11
002436,20130131,2012,-0.901174621,14707,2012,1,0.14
002436,20140131,2013,7.62908112,14707,2013,0,
002436,20150131,2014,21.748636115,14707,2014,1,0.2
002436,20160131,2015,21.031825357,14707,2015,1,0.02
002436,20190131,2018,8.6305857249,14707,2018,1,0.38
002436,20200131,2019,5.2777135448,14707,2019,1,0.34
002448,20171231,2017,40.206180457,1104657,2017,1,0.51
002448,20181231,2018,38.842326577,1104657,2018,1,0.65
002448,20191231,2019,28.219623437,1104657,2019,1,0.68
002497,20181231,2018,-6.139881646,15615,2018,1,1.07
002497,20191231,2019,-0.166624277,15615,2019,1,1.3
002504,20141231,2014,4.5522432496,746838,2014,1,1.6
002504,20151231,2015,1.7431063162,746838,2015,0,
002504,20181231,2018,0.4541009826,746838,2018,1,0.97
002504,20191231,2019,-0.107571835,746838,2019,1,0.6
002536,20180331,2017,-7.810765813,733269,2017,1,0.27
002547,20101231,2010,-1.95011973,1739940,2010,1,1.15
002547,20111231,2011,5.2511083778,1739940,2011,1,1.11
002547,20121231,2012,9.5456620918,1739940,2012,1,1.57
002547,20131231,2013,9.1782304491,1739940,2013,1,1.39
002547,20141231,2014,19.071950226,1739940,2014,1,1.69
002547,20151231,2015,28.587657447,1739940,2015,1,1.87
002547,20171231,2017,5.8431450996,1739940,2017,1,1.94
002547,20191231,2019,6.1732357518,1739940,2019,1,4.31
002558,20121231,2012,5.0993758562,21175,2012,0,
002558,20131231,2013,5.0336367572,21175,2013,1,1.24
002558,20141231,2014,-1.633971808,21175,2014,1,0.76
002558,20151231,2015,0.2231001356,21175,2015,1,-0.19
002558,20161231,2016,3.4584940217,21175,2016,1,0.82
002558,20171231,2017,2.3169165206,21175,2017,1,1.05
002558,20181231,2018,1.8767292251,21175,2018,1,-0.08
002558,20191231,2019,3.1340144723,21175,2019,1,0.97
002574,20081231,2008,-0.243272132,277948,2008,1,0.9
002577,20101231,2010,-6.475619034,26058,2010,1,0.17
002577,20111231,2011,-6.878238495,26058,2011,1,0.22
002577,20121231,2012,-6.503658247,26058,2012,1,0.18
002577,20151231,2015,-19.81320229,26058,2015,1,0.2
002577,20161231,2016,-10.4401533,26058,2016,1,0.29
002577,20171231,2017,-1.349971842,26058,2017,1,0.39
002577,20191231,2019,36.809913988,26058,2019,1,0.37
002593,20100930,2010,-3.020065069,16040,2010,1,0.66
002593,20180930,2018,-19.71451987,16040,2018,1,1
002593,20190930,2019,3.2523762871,16040,2019,1,1.05
002593,20200930,2020,-7.167517468,16040,2020,1,0.68
002595,20131231,2013,-0.184685178,350199,2013,1,-0.17
002596,20120630,2012,3.1990725652,16058,2012,0,
002615,20130228,2012,-9.172394645,730255,2012,1,0.16
002615,20140228,2013,-13.1501553,730255,2013,1,0.2
002615,20150228,2014,-11.70719341,730255,2014,1,0.32
002615,20170228,2016,-20.5945585,730255,2016,1,0.28
002615,20180228,2017,82.74206264,730255,2017,1,0.3
002615,20190228,2018,89.759909502,730255,2018,1,0.28
002615,20200229,2019,63.177441411,730255,2019,1,0.03
002663,20200731,2020,13.31624408,16732,2020,1,0.63
002710,20150228,2014,26.377685874,16918,2014,1,1.03
002751,20150630,2015,-2.020733802,721371,2015,1,1
002751,20160630,2016,3.1070292223,721371,2016,1,1.14
002751,20180630,2018,32.229237571,721371,2018,1,1.01
002751,20190630,2019,24.493569938,721371,2019,1,1.11
002751,20200630,2020,26.106541825,721371,2020,1,1.04
002787,20160630,2016,5.5293634193,17843,2016,1,0.35
002787,20170630,2017,33.529844133,17843,2017,1,0.58
002787,20180630,2018,18.430734614,17843,2018,1,0.87
002787,20200630,2020,12.361632131,17843,2020,1,-0.31
002859,20121231,2012,0.228693103,1089819,2012,1,0.36
002859,20141231,2014,1.9543996041,1089819,2014,1,0.6
002859,20151231,2015,-0.15869581,1089819,2015,1,0.38
002884,20081231,2008,-48.40393953,18926,2008,1,0.88
002884,20101231,2010,-24.89510072,18926,2010,1,0.76
002884,20111231,2011,-1.878000666,18926,2011,1,0.58
002884,20121231,2012,-8.428201304,18926,2012,1,0.67
002884,20131231,2013,35.425730089,18926,2013,1,0.38
002884,20141231,2014,15.107211428,18926,2014,1,0.6
002884,20151231,2015,19.526513771,18926,2015,1,0.8
002884,20161231,2016,25.080734699,18926,2016,1,0.54
002884,20171231,2017,30.801582406,18926,2017,1,0.18
002884,20181231,2018,4.4362501283,18926,2018,1,0.37
002884,20191231,2019,-8.52582655,18926,2019,1,0.33
002940,20171231,2017,-3.035945215,19411,2017,1,2.55
002940,20181231,2018,6.8489103934,19411,2018,1,-0.77
002940,20191231,2019,0.6818133899,19411,2019,1,1.24
002942,20180731,2018,29.927895895,19446,2018,1,0.62
002942,20190731,2019,29.927895895,19446,2019,1,0.63
002942,20200731,2020,11.584375621,19446,2020,1,0.24
002950,20081130,2008,40.752171321,19520,2008,1,0.94
002950,20091130,2009,73.360562571,19520,2009,1,1.18
002953,20091231,2009,10.876656306,215419,2009,1,0.59
002953,20101231,2010,10.625734456,215419,2010,1,0.36
002953,20131231,2013,10.07847364,215419,2013,1,0.3
002960,20111231,2011,61.410554708,19584,2011,1,1.45
002960,20121231,2012,44.367656311,19584,2012,1,1.57
002960,20131231,2013,-12.40000236,19584,2013,1,1.45
002960,20141231,2014,-16.13805863,19584,2014,1,1.8
002960,20151231,2015,-17.29546612,19584,2015,1,1.97
002960,20161231,2016,-28.74407049,19584,2016,1,2.1
002960,20171231,2017,-82.78363983,19584,2017,1,2.32
002960,20181231,2018,-38.84739344,19584,2018,1,3.35
002960,20191231,2019,-35.60682201,19584,2019,1,4.22
003007,20120630,2012,57.111196857,703351,2012,0,
003007,20130630,2013,63.031442729,703351,2013,1,0.77
003007,20160630,2016,24.697651657,703351,2016,1,1.24
003007,20170630,2017,65.893304816,703351,2017,1,1.09
003007,20180630,2018,70.469776513,703351,2018,1,1.19
003007,20190630,2019,71.846086455,703351,2019,1,1.36
003007,20200630,2020,-8.43212203,703351,2020,1,-0.88
003024,20081231,2008,-7.523356842,20171,2008,1,1.58
003024,20091231,2009,-5.730965121,20171,2009,1,1.66
003024,20111231,2011,-21.1781984,20171,2011,1,1.63
003024,20121231,2012,-21.82541016,20171,2012,1,0.16
003024,20131231,2013,-7.438213416,20171,2013,1,2.07
003024,20141231,2014,-7.471926858,20171,2014,1,2.29
003138,20151231,2015,4.1556765432,317540,2015,1,0.75
003138,20161231,2016,21.054955945,317540,2016,0,
003138,20171231,2017,21.054955945,317540,2017,0,
003144,20081231,2008,-18.57760849,21344,2008,1,0.64
003144,20091231,2009,-18.03496334,21344,2009,0,
003144,20101231,2010,-6.030829654,21344,2010,1,0.72
003144,20111231,2011,-6.304338786,21344,2011,1,0.79
003144,20121231,2012,-3.597354879,21344,2012,1,0.45
003144,20131231,2013,3.6049985442,21344,2013,1,0.46
003144,20141231,2014,0.2111426007,21344,2014,1,0.44
003144,20151231,2015,-3.541661848,21344,2015,1,0.38
003144,20161231,2016,-13.69439105,21344,2016,1,0.37
003144,20191231,2019,-39.90469524,21344,2019,1,0.44
003153,20141231,2014,-23.19036806,215466,2014,1,-0.37
003153,20151231,2015,-12.98729061,215466,2015,1,-0.27
003153,20161231,2016,-14.58369748,215466,2016,0,
003157,20090930,2009,-4.018291462,21510,2009,1,-0.04
003157,20100930,2010,5.7277515162,21510,2010,1,0.59
003157,20110930,2011,5.3521154468,21510,2011,1,0.96
003157,20120930,2012,8.7369227938,21510,2012,1,0.71
003157,20130930,2013,8.8315232184,21510,2013,1,1.03
003157,20140930,2014,23.482488979,21510,2014,1,0.96
003157,20150930,2015,30.330313284,21510,2015,1,1.25
003157,20160930,2016,45.629297231,21510,2016,1,1.65
003157,20180930,2018,47.41850797,21510,2018,1,3.22
003157,20190930,2019,55.423560316,21510,2019,1,0.89
003157,20200930,2020,26.271862341,21510,2020,1,1.01
003158,20111231,2011,12.93424637,21535,2011,1,0.12
003158,20121231,2012,9.1163228665,21535,2012,1,-0.07
003158,20131231,2013,8.4489793465,21535,2013,1,-0.1
003170,20081231,2008,7.5909993022,21665,2008,1,1
003170,20091231,2009,21.855147759,21665,2009,0,
003170,20101231,2010,22.197996013,21665,2010,0,
003170,20151231,2015,2.008094176,21665,2015,1,0.73
003170,20161231,2016,0.7243819109,21665,2016,1,0.75
003170,20171231,2017,1.0279151921,21665,2017,1,0.75
003170,20181231,2018,-31.42899685,21665,2018,1,0.74
003170,20191231,2019,203.20779912,21665,2019,1,0.73
003221,20131231,2013,13.465622426,315293,2013,1,1.54
003221,20141231,2014,-0.597025058,315293,2014,1,1.89
003221,20151231,2015,5.5473421659,315293,2015,1,2.27
003221,20161231,2016,16.628337618,315293,2016,1,2.56
003226,20181231,2018,4.9943307091,1166691,2018,1,0.64
003278,20121231,2012,6.9834540623,723612,2012,1,-0.07
003278,20141231,2014,8.398403906,723612,2014,1,0.23
003278,20151231,2015,8.2393584772,723612,2015,1,0.18
003278,20161231,2016,9.4698005333,723612,2016,1,0.15
003278,20171231,2017,4.0467658948,723612,2017,1,0.45
003278,20181231,2018,4.9747163206,723612,2018,1,0.53
003278,20191231,2019,6.4377540448,723612,2019,1,0.73
003310,20130331,2012,18.439267668,356028,2012,1,0.68
003310,20170331,2016,26.343276875,356028,2016,1,0.54
003310,20180331,2017,10.779198124,356028,2017,1,0.62
003336,20190331,2018,15.3976955,1688568,2018,1,2.19
003336,20200331,2019,22.441141221,1688568,2019,1,1.2
003342,20191231,2019,21.835072521,23111,2019,1,0.14
003358,20080731,2008,29.409493536,23197,2008,1,0.97
003358,20090731,2009,16.743553833,23197,2009,1,0.67
003358,20100731,2010,3.6221716685,23197,2010,1,0.73
003358,20110731,2011,-2.615350954,23197,2011,0,
003358,20120731,2012,-0.537483,23197,2012,1,0.45
003358,20200731,2020,25.083913254,23197,2020,1,0.21
003382,20151231,2015,378.67862195,1549346,2015,1,0.38
003382,20161231,2016,148.46781972,1549346,2016,1,0.42
003382,20171231,2017,91.474327184,1549346,2017,1,0.3
003382,20181231,2018,92.698241216,1549346,2018,1,0.59
003382,20191231,2019,63.259806975,1549346,2019,1,0.26
003413,20171231,2017,27.547063127,1047862,2017,1,0.8
003413,20181231,2018,23.283791268,1047862,2018,1,0.77
003413,20191231,2019,61.901722581,1047862,2019,1,0.87
003416,20131231,2013,21.591333811,23675,2013,1,0.23
003416,20141231,2014,47.938289939,23675,2014,1,0.41
003469,20131231,2013,-30.45683693,732834,2013,1,1.23
