gvkey,datadate,fyearq,erc_ng2,cik,fyear,ngdum,ngeps
013421,20121231,2012,-15.0836913,813672,2012,1,0.2
013421,20131231,2013,-30.65430449,813672,2013,1,0.23
013421,20141231,2014,-28.33280598,813672,2014,1,0.27
013421,20151231,2015,-43.21194458,813672,2015,1,0.31
013421,20161231,2016,-12.32909627,813672,2016,1,0.34
013421,20171231,2017,-59.54236176,813672,2017,1,0.39
013421,20181231,2018,6.654915828,813672,2018,1,0.52
013440,20161231,2016,-6.154808136,794323,2016,0,
013498,20141130,2014,54.359167257,815097,2014,1,0.27
013498,20151130,2015,55.218256351,815097,2015,1,0.5
013498,20161130,2016,53.899285717,815097,2016,1,0.67
013498,20171130,2017,9.8996476177,815097,2017,1,0.63
013498,20181130,2018,3.4568955834,815097,2018,1,0.7
013554,20081231,2008,12.983162198,814361,2008,0,
013554,20091231,2009,12.983162198,814361,2009,0,
013561,20081231,2008,5.6380272966,814585,2008,0,
013561,20091231,2009,3.2451669504,814585,2009,0,
013561,20181231,2018,0.1436886047,814585,2018,1,1.2
013561,20191231,2019,0.1518103268,814585,2019,1,-1.25
013599,20081231,2008,18.894561644,816284,2008,1,0.43
013599,20091231,2009,-8.498970792,816284,2009,1,0.62
013599,20101231,2010,6.85554954,816284,2010,1,0.73
013599,20111231,2011,16.898800873,816284,2011,1,1.05
013599,20121231,2012,8.2315307785,816284,2012,1,1.32
013599,20131231,2013,29.859517908,816284,2013,1,1.51
013599,20141231,2014,-9.667066852,816284,2014,1,1.01
013599,20151231,2015,0.4879071915,816284,2015,1,1.18
013599,20161231,2016,-1.093482612,816284,2016,1,1.61
013599,20171231,2017,2.93917591,816284,2017,1,2
013599,20181231,2018,-22.29004152,816284,2018,1,2.39
013619,20120331,2011,16.120132121,815094,2011,1,0.01
013619,20130331,2012,15.369065986,815094,2012,0,
013619,20140331,2013,11.390123452,815094,2013,0,
013623,20081231,2008,26.480391122,816956,2008,1,0.34
013623,20091231,2009,34.482312977,816956,2009,1,0.37
013623,20101231,2010,33.082346566,816956,2010,1,0.36
013623,20111231,2011,29.79404352,816956,2011,1,0.46
013623,20121231,2012,29.336654821,816956,2012,1,0.52
013623,20131231,2013,25.592098406,816956,2013,1,0.53
013623,20151231,2015,63.934621504,816956,2015,1,0.52
013623,20161231,2016,76.489663661,816956,2016,0,
013623,20171231,2017,121.59260334,816956,2017,0,
013700,20151231,2015,24.481605168,818479,2015,1,0.65
013700,20161231,2016,8.2798479525,818479,2016,1,0.67
013700,20171231,2017,64.614376169,818479,2017,1,0.82
013700,20181231,2018,23.296584606,818479,2018,0,
013700,20191231,2019,28.776156052,818479,2019,1,0.73
013721,20161231,2016,2.6053891547,1555280,2016,1,0.47
013721,20171231,2017,4.0382696711,1555280,2017,1,0.69
013721,20181231,2018,-0.428257085,1555280,2018,1,0.79
013721,20191231,2019,-3.87444325,1555280,2019,1,0.92
013782,20120331,2011,23.468495247,819220,2011,1,0.43
013782,20130331,2012,21.851098419,819220,2012,0,
013782,20140331,2013,18.707634058,819220,2013,1,0.68
013782,20150331,2014,20.832130981,819220,2014,1,0.74
013782,20180331,2017,39.793505758,819220,2017,1,1.12
013800,20171231,2017,24.961317179,799231,2017,1,0.58
013824,20150930,2015,-7.199107212,814547,2015,1,1.57
013824,20160930,2016,21.321147652,814547,2016,1,1.28
013824,20170930,2017,10.718475864,814547,2017,1,1.65
013824,20180930,2018,9.0036811967,814547,2018,1,1.89
013824,20190930,2019,6.334300718,814547,2019,1,2.01
013824,20200930,2020,-3.104175112,814547,2020,1,3.25
013963,20171231,2017,8.4780802982,59440,2017,1,0.09
013963,20181231,2018,4.2079482823,59440,2018,1,0.22
013963,20191231,2019,-4.277748598,59440,2019,1,0.11
014027,20181231,2018,12.182142914,822818,2018,1,0.24
014027,20191231,2019,11.624912072,822818,2019,1,0.42
014084,20191231,2019,7.7619155908,819793,2019,1,0.97
014113,20150930,2015,-3.681027632,807863,2015,1,0.09
014113,20170930,2017,3.6184554872,807863,2017,1,0.11
014113,20180930,2018,0.7823111786,807863,2018,1,0.14
014113,20190930,2019,2.2529546515,807863,2019,1,0.21
014113,20200930,2020,4.3951455937,807863,2020,1,0.26
014169,20150930,2015,23.16622741,825410,2015,0,
014169,20160930,2016,23.16622741,825410,2016,1,0.44
014256,20190630,2019,50.725965451,743316,2019,1,0.57
014256,20200630,2020,49.51277931,743316,2020,1,0.58
014282,20131231,2013,12.175903342,820313,2013,1,1.05
014282,20141231,2014,11.358998916,820313,2014,1,0.63
014282,20151231,2015,9.5129590857,820313,2015,0,
014282,20161231,2016,20.262704015,820313,2016,0,
014282,20191231,2019,59.999720801,820313,2019,1,0.98
014304,20151231,2015,-17.54073043,3116,2015,1,0.45
014304,20161231,2016,-17.54073043,3116,2016,0,
014311,20191231,2019,23.009880305,931015,2019,1,1.83
014359,20171231,2017,-12.21613533,1038357,2017,1,1.22
014359,20181231,2018,69.550741403,1038357,2018,1,1.18
014359,20191231,2019,18.428754857,1038357,2019,1,2.36
014412,20181231,2018,9.8003048372,823094,2018,1,1.74
014477,20091231,2009,60.853086155,823768,2009,1,0.52
014477,20101231,2010,47.437844646,823768,2010,1,0.6
014477,20121231,2012,58.518539947,823768,2012,1,0.57
014477,20131231,2013,20.877715009,823768,2013,1,0.56
014477,20141231,2014,21.317822188,823768,2014,1,0.67
014477,20171231,2017,0.0183781136,823768,2017,1,0.85
014489,20130131,2012,16.788716368,1571996,2012,1,0.4
014551,20171231,2017,-90.48824067,1549966,2017,1,0.26
014551,20191231,2019,-39.49041694,1549966,2019,1,0.31
014555,20101231,2010,45.059422539,1651347,2010,1,1.17
014561,20190630,2019,-30.81720566,820318,2019,1,0.67
014561,20200630,2020,54.91283093,820318,2020,1,1.18
014590,20191231,2019,-31.0736401,831259,2019,1,0.02
014592,20151231,2015,0.4349664185,825313,2015,1,0.5
014592,20161231,2016,1.0367085255,825313,2016,1,0.67
014592,20171231,2017,3.7450405325,825313,2017,0,
014592,20181231,2018,1.8331587258,825313,2018,1,0.64
014592,20191231,2019,-3.727412879,825313,2019,1,0.85
014623,20081231,2008,53.71853425,836106,2008,1,-0.21
014623,20091231,2009,31.157048206,836106,2009,1,0.39
014623,20101231,2010,10.745547254,836106,2010,1,1.03
014623,20111231,2011,15.868824101,836106,2011,1,0.45
014624,20081231,2008,-1.253703053,800240,2008,1,-0.73
014624,20091231,2009,0.4342565693,800240,2009,1,-0.06
014624,20141231,2014,-0.041731149,800240,2014,1,0.07
014624,20151231,2015,0.1173639208,800240,2015,1,0.07
014624,20181231,2018,-0.129731632,800240,2018,1,0.09
014626,20090930,2009,1.053644321,832767,2009,1,-0.07
014650,20100331,2009,21.469686602,835729,2009,1,0.65
014650,20110331,2010,39.799992877,835729,2010,1,0.78
014650,20120331,2011,35.238630952,835729,2011,1,0.74
014650,20130331,2012,17.52534691,835729,2012,1,0.87
014822,20081231,2008,-5.233057772,11544,2008,1,0.62
014822,20091231,2009,-9.174296612,11544,2009,1,0.71
014822,20101231,2010,-80.05322361,11544,2010,1,0.68
014822,20111231,2011,-24.23386432,11544,2011,1,0.52
014822,20131231,2013,6.0578511811,11544,2013,1,0.85
014822,20141231,2014,20.341720173,11544,2014,1,0.73
014822,20161231,2016,25.549536473,11544,2016,1,0.82
014822,20171231,2017,15.695912493,11544,2017,0,
014822,20181231,2018,17.593517187,11544,2018,0,
014824,20081231,2008,-5.56223821,20286,2008,1,0.57
014824,20091231,2009,6.2136971147,20286,2009,1,0.53
014824,20101231,2010,6.4411147038,20286,2010,1,0.7
014824,20111231,2011,5.5853432759,20286,2011,1,0.86
014824,20121231,2012,5.6780753734,20286,2012,1,1.11
014824,20131231,2013,4.5426108882,20286,2013,1,0.72
014824,20141231,2014,1.5930953898,20286,2014,1,0.89
014824,20151231,2015,4.5949555325,20286,2015,1,1.1
014824,20161231,2016,4.8097587204,20286,2016,1,0.75
014824,20171231,2017,4.0147448053,20286,2017,1,0.93
014824,20181231,2018,13.49676836,20286,2018,0,
014824,20191231,2019,12.979742792,20286,2019,1,1.23
014828,20081231,2008,2.6716896503,74260,2008,1,-0.31
014828,20091231,2009,-2.572767126,74260,2009,1,-0.17
014828,20101231,2010,3.9631803212,74260,2010,1,-0.12
014828,20111231,2011,4.0428513092,74260,2011,1,-0.11
014828,20121231,2012,4.5364054169,74260,2012,1,-0.09
014828,20131231,2013,2.1157841608,74260,2013,1,0.25
014828,20141231,2014,3.0138776187,74260,2014,1,0.21
014828,20151231,2015,1.8716177112,74260,2015,1,0.29
014828,20161231,2016,1.2957161087,74260,2016,0,
014828,20171231,2017,2.2693956063,74260,2017,0,
014898,20141231,2014,35.240603923,910638,2014,1,0.21
014898,20151231,2015,18.383992754,910638,2015,1,0.19
014898,20161231,2016,20.278995825,910638,2016,1,0.15
014898,20171231,2017,0.4266799396,910638,2017,1,0.05
014898,20181231,2018,49.384262303,910638,2018,1,0.1
014898,20191231,2019,33.359605839,910638,2019,0,
014934,20141231,2014,10.992609026,1090012,2014,1,0.83
014934,20151231,2015,-1.241972071,1090012,2015,1,0.77
014934,20161231,2016,1.9683497955,1090012,2016,0,
014934,20171231,2017,0.0808679295,1090012,2017,0,
014934,20181231,2018,-0.210939095,1090012,2018,1,0.1
014960,20081231,2008,59.414513223,920148,2008,1,1.1
014960,20091231,2009,42.356328025,920148,2009,1,1.16
014960,20101231,2010,33.48289876,920148,2010,1,1.34
014960,20111231,2011,49.461061638,920148,2011,1,1.56
014960,20121231,2012,6.1852469544,920148,2012,1,1.54
014960,20131231,2013,-16.31932553,920148,2013,1,1.61
014960,20141231,2014,-1.451715146,920148,2014,1,1.65
014960,20151231,2015,3.3912197625,920148,2015,1,1.98
014960,20161231,2016,12.648691196,920148,2016,1,2.15
014960,20171231,2017,26.79035978,920148,2017,1,2.45
014960,20181231,2018,50.740150281,920148,2018,1,2.52
014960,20191231,2019,74.620271326,920148,2019,0,
015044,20170131,2016,-64.57945331,1327811,2016,0,
015044,20180131,2017,-64.57945331,1327811,2017,0,
015106,20081231,2008,123.77048507,840467,2008,1,1.29
015106,20091231,2009,48.387025182,840467,2009,1,1.29
015197,20161231,2016,29.851435342,814184,2016,1,0.7
015197,20171231,2017,30.749485553,814184,2017,1,0.87
015247,20191231,2019,10.292827645,1035002,2019,1,2.13
015252,20161231,2016,6.6169891876,842633,2016,1,0.3
015252,20171231,2017,0.1347655738,842633,2017,1,0.31
015252,20181231,2018,5.2463748035,842633,2018,1,0.38
015267,20111231,2011,16.665663802,832101,2011,1,0.65
015267,20121231,2012,18.501336577,832101,2012,1,0.69
015364,20111231,2011,1.5591393188,1091748,2011,1,-0.34
015364,20121231,2012,1.7091549614,1091748,2012,1,-0.24
015364,20131231,2013,1.6322673012,1091748,2013,1,0.82
015364,20141231,2014,1.9848232007,1091748,2014,1,0.83
015364,20151231,2015,2.2914162002,1091748,2015,1,0.9
015364,20161231,2016,14.124014292,1091748,2016,1,0.65
015364,20171231,2017,-0.682468461,1091748,2017,1,0.01
015364,20181231,2018,-0.129316321,1091748,2018,1,0.55
015364,20191231,2019,3.7624273552,1091748,2019,1,-2.15
015414,20140630,2014,31.133865787,842023,2014,1,0.88
015414,20150630,2015,25.529028839,842023,2015,1,0.87
015414,20160630,2016,69.843044587,842023,2016,1,0.92
015414,20170630,2017,70.952761597,842023,2017,1,1.09
015414,20180630,2018,97.152697347,842023,2018,1,1.34
015414,20190630,2019,121.24616872,842023,2019,1,1.25
015414,20200630,2020,151.79736066,842023,2020,1,1
015417,20181231,2018,6.5278198563,79282,2018,1,0.27
015417,20191231,2019,0.9854904877,79282,2019,1,0.28
015420,20170131,2016,-0.331174743,1280263,2016,1,0.92
015420,20180131,2017,-10.67539571,1280263,2017,1,0.45
015420,20190131,2018,39.5839785,1280263,2018,1,0.14
015459,20091231,2009,-2.177119288,850429,2009,1,0.15
015520,20170131,2016,54.41862828,832988,2016,1,4.03
015520,20180131,2017,50.613395687,832988,2017,1,4.28
015520,20190131,2018,56.065876532,832988,2018,1,3.96
015520,20200131,2019,23.774398757,832988,2019,1,3.67
015708,20081231,2008,19.005853357,850693,2008,1,0.76
015708,20091231,2009,3.5838447284,850693,2009,1,0.78
015708,20101231,2010,-11.8381178,850693,2010,1,0.88
015708,20111231,2011,3.3773500502,850693,2011,1,1
015708,20121231,2012,105.56969099,850693,2012,1,1.15
015855,20090331,2008,92.213922421,849399,2008,1,0.38
015855,20110331,2010,72.893156517,849399,2010,1,0.38
015855,20130331,2012,67.763533357,849399,2012,1,0.44
015855,20140331,2013,42.314168948,849399,2013,1,0.47
015855,20150331,2014,28.085788365,849399,2014,1,0.43
016009,20200131,2019,41.827899655,1132105,2019,1,0.21
016066,20161231,2016,31.813205337,1512931,2016,1,0.35
016066,20171231,2017,31.813205337,1512931,2017,1,0.35
016101,20181231,2018,-41.84647119,1551152,2018,1,1.9
016101,20191231,2019,-63.44097519,1551152,2019,1,2.21
016149,20171231,2017,9.2720560584,1487918,2017,1,0.29
016149,20181231,2018,7.7583898748,1487918,2018,0,
016149,20191231,2019,10.089744195,1487918,2019,0,
016188,20121231,2012,6.6491477723,851205,2012,1,0.4
016245,20131231,2013,8.8608134135,1378946,2013,1,0.2
016245,20151231,2015,8.8084923564,1378946,2015,1,0.21
016245,20161231,2016,3.2404853437,1378946,2016,0,
016245,20171231,2017,3.5460869694,1378946,2017,1,0.31
016245,20181231,2018,-3.898354399,1378946,2018,1,0.36
016245,20191231,2019,-5.514963452,1378946,2019,1,0.37
016384,20181231,2018,4.7090239368,1535929,2018,1,1.32
016401,20120331,2011,117.61193489,772406,2011,1,0.36
016401,20130331,2012,-26.25635178,772406,2012,1,0.59
016401,20150331,2014,11.067239171,772406,2014,1,0.66
016401,20160331,2015,17.467708146,772406,2015,1,0.38
016401,20170331,2016,18.850626138,772406,2016,1,0.85
016401,20180331,2017,28.263661281,772406,2017,1,0.51
016401,20190331,2018,27.797486528,772406,2018,1,0.37
016401,20200331,2019,22.192744932,772406,2019,1,0.68
016456,20101231,2010,-8.729234309,722723,2010,1,0.52
016456,20111231,2011,-8.813616974,722723,2011,1,0.54
016456,20121231,2012,-9.221604597,722723,2012,1,0.58
016456,20131231,2013,3.0583641701,722723,2013,1,0.54
016477,20141231,2014,-4.246750339,842162,2014,1,2.27
016477,20151231,2015,-8.03950666,842162,2015,1,3.2
016477,20161231,2016,4.1393300666,842162,2016,1,3.8
016477,20171231,2017,10.73803737,842162,2017,1,4.38
016477,20181231,2018,21.418303005,842162,2018,1,4.05
016477,20191231,2019,9.7282989883,842162,2019,1,2.64
016478,20081231,2008,-3.931428378,821189,2008,1,0.74
016478,20091231,2009,-11.99153761,821189,2009,1,0.92
016478,20101231,2010,-14.0714905,821189,2010,1,0.36
016478,20111231,2011,-1.09602351,821189,2011,1,1.15
016478,20121231,2012,2.0649160697,821189,2012,1,1.61
016478,20131231,2013,6.5833936359,821189,2013,1,2
016478,20141231,2014,13.423487947,821189,2014,1,0.79
016478,20151231,2015,9.9812137873,821189,2015,1,-0.27
016478,20161231,2016,6.0412760279,821189,2016,1,-0.01
016478,20171231,2017,4.6947038919,821189,2017,1,0.69
016478,20181231,2018,25.513814,821189,2018,1,1.24
016478,20191231,2019,21.38311155,821189,2019,1,1.35
016531,20141231,2014,20.263237829,855612,2014,1,0.03
016597,20081231,2008,1.716748298,855658,2008,1,-0.03
016597,20091231,2009,4.0705462381,855658,2009,0,
016597,20101231,2010,3.1819846383,855658,2010,0,
016597,20181231,2018,20.008013114,855658,2018,1,0.08
016698,20181231,2018,22.824451621,802681,2018,0,
016710,20090930,2009,38.055852525,854775,2009,1,0.03
016710,20100930,2010,11.024639327,854775,2010,0,
016710,20110930,2011,9.9708341153,854775,2011,1,0.4
016710,20120930,2012,2.8909410782,854775,2012,1,0.08
016710,20130930,2013,-0.338222657,854775,2013,1,0.09
016710,20140930,2014,-1.933061996,854775,2014,0,
016710,20150930,2015,-8.546177002,854775,2015,0,
016710,20160930,2016,-8.558729457,854775,2016,0,
016710,20170930,2017,-10.56849108,854775,2017,0,
016714,20161231,2016,-8.288145819,800457,2016,0,
016716,20081231,2008,1.8439346028,356130,2008,1,0.42
016716,20091231,2009,0.9269228678,356130,2009,1,0.98
016716,20111231,2011,-1.015443112,356130,2011,1,0.58
016716,20121231,2012,-0.148385315,356130,2012,1,0.99
016716,20131231,2013,-0.033295943,356130,2013,1,0.95
016716,20141231,2014,0.7330080422,356130,2014,1,1.14
016716,20151231,2015,0.5543897195,356130,2015,1,0.65
016716,20161231,2016,2.682319014,356130,2016,1,0.86
016716,20171231,2017,4.337811007,356130,2017,1,0.67
016716,20181231,2018,3.5406560892,356130,2018,1,0.43
016721,20090331,2008,6.7038653591,712515,2008,1,-0.37
016721,20100331,2009,7.0100139173,712515,2009,1,0.07
016721,20110331,2010,4.801589446,712515,2010,1,0.25
016721,20120331,2011,3.7835622461,712515,2011,1,0.17
016721,20130331,2012,4.6454225424,712515,2012,1,0.55
016721,20140331,2013,-8.783639028,712515,2013,1,0.48
016721,20150331,2014,0.0631958894,712515,2014,1,0.39
016721,20160331,2015,10.938511683,712515,2015,1,0.5
016721,20170331,2016,12.768481869,712515,2016,0,
016721,20180331,2017,11.10921511,712515,2017,0,
016721,20190331,2018,28.13276902,712515,2018,0,
016848,20181231,2018,5.3209942481,1438533,2018,1,-0.21
016848,20191231,2019,2.3420412172,1438533,2019,1,-0.26
016889,20151231,2015,36.878816798,776901,2015,0,
016889,20161231,2016,36.878816798,776901,2016,1,0.76
016889,20171231,2017,30.861907475,776901,2017,1,0.89
016889,20181231,2018,25.073732323,776901,2018,1,1.29
016889,20191231,2019,-11.75333694,776901,2019,0,
017074,20111231,2011,9.3391709162,793547,2011,1,0.41
017074,20121231,2012,8.9886077263,793547,2012,1,0.59
017074,20131231,2013,7.9032885766,793547,2013,1,1.13
017074,20141231,2014,7.010137829,793547,2014,1,1.25
017074,20151231,2015,5.0242481714,793547,2015,1,1.1
017074,20161231,2016,3.8268420394,793547,2016,1,0.58
017074,20171231,2017,4.7246208628,793547,2017,1,0.81
017095,20191231,2019,45.597616941,707179,2019,1,0.32
017115,20081231,2008,-7.617801641,230557,2008,1,0.1
017115,20101231,2010,6.5240997903,230557,2010,1,0.48
017115,20111231,2011,13.806558254,230557,2011,1,0.33
017115,20121231,2012,23.740471866,230557,2012,1,-0.04
017115,20161231,2016,10.834494526,230557,2016,1,0.75
017115,20171231,2017,19.823153928,230557,2017,1,0.86
017115,20181231,2018,20.895147114,230557,2018,1,1.2
017115,20191231,2019,31.430360316,230557,2019,1,1.37
017132,20191231,2019,-1.958804489,828944,2019,1,0.96
017184,20171231,2017,86.642306645,730708,2017,1,0.37
017184,20181231,2018,84.88187962,730708,2018,1,0.33
017184,20191231,2019,-4.712508983,730708,2019,0,
017252,20081231,2008,3.0406327426,101199,2008,1,-0.41
017252,20091231,2009,2.1485188679,101199,2009,1,0.03
017252,20101231,2010,4.0472953989,101199,2010,1,0.29
017252,20111231,2011,1.8516553127,101199,2011,1,0.62
017252,20121231,2012,2.1750478517,101199,2012,1,-0.12
017252,20131231,2013,2.4304093749,101199,2013,1,1
017252,20141231,2014,1.5689844964,101199,2014,1,1.34
017252,20151231,2015,-1.857411109,101199,2015,0,
017252,20161231,2016,0.6410858143,101199,2016,0,
017252,20181231,2018,-0.367397478,101199,2018,1,-0.3
017252,20191231,2019,3.216908379,101199,2019,1,-1.04
017266,20121231,2012,19.929729125,1514128,2012,1,0.16
017266,20131231,2013,4.7486796,1514128,2013,1,-0.05
017266,20141231,2014,5.2572945808,1514128,2014,1,0
017277,20181231,2018,9.7131686656,1532961,2018,1,0.91
017277,20191231,2019,36.238781164,1532961,2019,1,0.64
017451,20191231,2019,-1.401292803,1564618,2019,1,1.32
017550,20161231,2016,-19.69342912,1411488,2016,1,1
017550,20171231,2017,-16.22326389,1411488,2017,1,1.32
017553,20170930,2017,35.067546786,1118417,2017,1,-0.06
017553,20180930,2018,35.368602865,1118417,2018,1,0.06
017553,20190930,2019,41.782289269,1118417,2019,1,0.12
017553,20200930,2020,24.34338022,1118417,2020,1,0.14
017640,20081231,2008,-8.352544494,797871,2008,1,-1.01
017640,20091231,2009,-8.36747394,797871,2009,0,
017695,20171231,2017,24.892919097,1303652,2017,1,0.12
017695,20181231,2018,4.5040720448,1303652,2018,1,-0.03
017724,20161231,2016,4.7120237989,712771,2016,1,0.4
017724,20171231,2017,14.309097338,712771,2017,1,0.51
017724,20181231,2018,13.460351131,712771,2018,1,0.59
017811,20161231,2016,32.569738286,1169652,2016,0,
017811,20171231,2017,32.569738286,1169652,2017,0,
017811,20181231,2018,32.822454011,1169652,2018,0,
017928,20171231,2017,-75.1356898,1478242,2017,1,1.4
017928,20181231,2018,-65.2634635,1478242,2018,1,1.5
017928,20191231,2019,-54.04563325,1478242,2019,1,1.74
018036,20161231,2016,-13.11824215,1517228,2016,1,0.61
018036,20171231,2017,10.927891259,1517228,2017,1,0.47
018036,20181231,2018,35.252279924,1517228,2018,1,0.51
018036,20191231,2019,37.190109255,1517228,2019,1,0.46
018047,20171231,2017,39.145265543,1275158,2017,1,0.01
018047,20191231,2019,43.880323959,1275158,2019,1,0.07
018184,20181231,2018,12.365216582,1578735,2018,1,0.3
018184,20191231,2019,12.831751229,1578735,2019,1,0.72
018291,20171231,2017,5.6315475952,1259515,2017,1,0.4
018291,20181231,2018,15.646447676,1259515,2018,1,0.44
018320,20171231,2017,-2.094739997,1424929,2017,1,0.38
018320,20181231,2018,4.4881289082,1424929,2018,1,0.58
018320,20191231,2019,21.509168994,1424929,2019,1,0.65
018329,20181231,2018,0.1924933763,314489,2018,1,0.55
018329,20191231,2019,0.5504141748,314489,2019,1,0.57
018465,20171231,2017,10.686335053,1433270,2017,1,0.23
018465,20181231,2018,10.762455127,1433270,2018,1,0.46
018465,20191231,2019,-2.967536246,1433270,2019,1,-0.02
018479,20181231,2018,6.7942022358,1579252,2018,1,-0.4
018487,20171231,2017,6.6359534289,1370880,2017,1,0.01
018487,20191231,2019,11.960522521,1370880,2019,1,0.07
018533,20171231,2017,3.9761877673,706129,2017,1,0.38
018533,20181231,2018,6.1686485588,706129,2018,1,0.33
018533,20191231,2019,6.4478845774,706129,2019,0,
018549,20161231,2016,21.566361308,840715,2016,1,-0.02
018549,20171231,2017,8.2144856088,840715,2017,1,-0.27
018556,20181231,2018,42.138811705,1364954,2018,1,0.25
018556,20191231,2019,63.942787182,1364954,2019,1,0.35
018561,20171231,2017,15.06358096,1576169,2017,1,-0.06
018561,20181231,2018,37.474622231,1576169,2018,1,0.14
018561,20191231,2019,52.414287648,1576169,2019,1,0.06
018564,20171231,2017,20.417485056,1158114,2017,1,0.89
018564,20181231,2018,-1.454968431,1158114,2018,1,-0.02
018564,20191231,2019,2.180619574,1158114,2019,1,-0.18
018578,20171231,2017,85.443933384,1581091,2017,1,0.46
018578,20181231,2018,86.405102909,1581091,2018,1,0.49
018578,20191231,2019,-13.65247317,1581091,2019,1,0.47
018624,20180630,2018,76.46471252,1577916,2018,1,0.7
018624,20200630,2020,105.15881565,1577916,2020,1,0.58
018635,20170930,2017,-10.16382747,1585064,2017,1,1.08
018675,20190131,2018,-89.89915295,1579298,2018,1,2.83
018675,20200131,2019,-88.55684179,1579298,2019,1,3.25
018699,20080930,2008,14.099500005,857005,2008,1,0.45
018699,20090930,2009,10.272730957,857005,2009,1,0.3
018699,20100930,2010,10.272730957,857005,2010,1,0.32
018699,20110930,2011,9.9287267363,857005,2011,1,0.47
018699,20120930,2012,18.806993628,857005,2012,1,0.5
018699,20130930,2013,30.575103181,857005,2013,1,0.59
018699,20140930,2014,51.015039881,857005,2014,1,0.67
018699,20160930,2016,5.9772786285,857005,2016,1,0.2
018699,20170930,2017,-7.665495332,857005,2017,1,0.34
018750,20181231,2018,-7.908924388,1576427,2018,1,0.84
018750,20191231,2019,-4.213838787,1576427,2019,1,1.08
018839,20181231,2018,1.2424259347,1195734,2018,1,0.05
018839,20191231,2019,23.238319085,1195734,2019,0,
018872,20181231,2018,-2.203925565,1418091,2018,1,0.31
018872,20191231,2019,3.5430983904,1418091,2019,1,0.25
019044,20171231,2017,16.393880451,1361113,2017,1,0.36
019044,20181231,2018,12.37668409,1361113,2018,1,0.54
019044,20191231,2019,5.9397540826,1361113,2019,1,-0.09
019171,20171231,2017,-4.619169854,1588216,2017,1,0.32
019352,20171231,2017,9.7183549332,1412270,2017,1,0.32
019352,20181231,2018,10.577104853,1412270,2018,1,0.26
019355,20131231,2013,4.4803297886,90498,2013,1,0.48
019355,20141231,2014,4.8317100634,90498,2014,1,0.64
019355,20151231,2015,4.8558148601,90498,2015,1,0.86
019355,20161231,2016,2.243936706,90498,2016,1,0.91
019355,20171231,2017,24.73654288,90498,2017,1,0.41
019355,20191231,2019,32.350075654,90498,2019,0,
019391,20170630,2017,77.096761988,1590976,2017,1,0.43
019391,20190630,2019,25.357581924,1590976,2019,1,1.08
019391,20200630,2020,24.25223475,1590976,2020,1,0.4
019398,20191231,2019,1.8908130857,852772,2019,1,0.23
019516,20191231,2019,50.991007084,1580905,2019,1,0.92
019713,20141231,2014,13.3302394,883948,2014,1,0.34
019713,20161231,2016,5.9794683957,883948,2016,0,
019730,20170630,2017,48.24073479,1591698,2017,1,0.09
019730,20180630,2018,42.081440442,1591698,2018,1,0.11
019730,20190630,2019,14.435729577,1591698,2019,1,0.34
019730,20200630,2020,11.246824124,1591698,2020,1,0.32
019753,20171231,2017,8.4892293507,1595974,2017,1,-0.28
019753,20181231,2018,0.0348650694,1595974,2018,1,0.03
019753,20191231,2019,1.5123360721,1595974,2019,1,0.17
019843,20181231,2018,-8.300498937,1563407,2018,1,0.08
019877,20181231,2018,182.24873593,1410384,2018,1,0.08
019877,20191231,2019,205.6657225,1410384,2019,1,0.38
019881,20181231,2018,193.53843328,1459417,2018,1,0.23
019881,20191231,2019,124.90574518,1459417,2019,1,-0.18
019906,20181231,2018,50.064533235,1594109,2018,1,0.19
019906,20191231,2019,27.826712902,1594109,2019,1,-0.05
019908,20181231,2018,9.975756808,1288847,2018,1,0.23
019908,20191231,2019,13.932335132,1288847,2019,1,0.27
019927,20191231,2019,29.991397297,1596967,2019,0,
020089,20191231,2019,156.61481103,1428875,2019,1,0.22
020105,20171231,2017,-2.623999145,1422183,2017,1,0.24
020105,20181231,2018,-2.623999145,1422183,2018,1,0.21
020105,20191231,2019,-1.837359474,1422183,2019,1,0.21
020115,20200630,2020,24.751794589,1069899,2020,1,0.17
020116,20171231,2017,148.56245282,1590955,2017,1,0.29
020116,20181231,2018,118.9479158,1590955,2018,1,0.61
020116,20191231,2019,105.92950147,1590955,2019,1,0.86
020185,20080930,2008,2.6262472984,825542,2008,1,-0.27
020185,20090930,2009,-0.441196044,825542,2009,1,-0.33
020228,20190630,2019,5.5633130158,1596783,2019,1,0.7
020229,20181231,2018,106.39889614,1463172,2018,1,0.1
020229,20191231,2019,136.97310429,1463172,2019,1,0.1
020232,20181031,2018,25.931914905,1601046,2018,1,1.01
020232,20191031,2019,8.9147219965,1601046,2019,1,1.33
020232,20201031,2020,-18.50918838,1601046,2020,1,1.62
020298,20171231,2017,11.648795298,1594466,2017,1,0.3
020298,20191231,2019,5.9286460098,1594466,2019,1,0.28
020330,20181231,2018,17.743632493,1470099,2018,1,0.03
020330,20191231,2019,24.96480957,1470099,2019,1,0.01
020338,20161231,2016,8.4157050815,884713,2016,1,0.01
020502,20181231,2018,3.5203982117,1597672,2018,1,0.19
020540,20191231,2019,61.952144442,1327318,2019,1,-0.01
020548,20101231,2010,10.879457373,858470,2010,1,0.19
020548,20121231,2012,-27.69321487,858470,2012,1,0.27
020548,20141231,2014,-35.07325247,858470,2014,1,0.23
